RP Type,Property Reference      ,UPRN                    ,Parish                          ,Account Holder 1                                          ,Account Holder 2                                          ,Liable From  ,Property Name 1                                ,Property Name 2                                ,Address 1                                      ,Address 2                                      ,Address 3            ,Address 4            ,Post Code     ,Rateable Value,VO Code,Property Description                                      ,Charity,Discretionary,Mandatory,Disc Char Amt,Mand Char Amt,Charity Relief From,Rural,Disc Rural   ,Mand Rural   ,Disc Rural Amt,Mand Rural Amt,Rural From,SBRR,SBRR Amount,SBRR From ,S44,S44 Amount,S44 From  ,S49,S49 Amount,S49 Percent,S49 From  ,Local Discount,Local Amount,RHL,RHL Amount,RHL From,SSB,SSB Amount,SSB From,Transitional,Transitional Amount,Transitional From,Transitional To,Empty,Empty Amount,Empty From,Exempt,Exempt Amount,Exempt From,Exempt To  ,Exempt Type,
C,1.02216E+11,10070639533,HAYWARDS HEATH,COMPASS GROUP PLC,,4/1/1995,UP PLATFORM HAYWARDS HEATH STN,,UP PLATFORM HAYWARDS HEATH STN,COMMERCIAL SQUARE,HAYWARDS HEATH,WEST SUSSEX,RH16 1DJ,16500,CR,RESTAURANT AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,10105680055T,010090017065,BURGESS HILL,COMPLETE HEALTH AND SAFETY LTD,,6/10/2024,,,SUITE B KBF HOUSE,55 VICTORIA ROAD,BURGESS HILL,WEST SUSSEX,RH15 9LH,6100,CO,OFFICES AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,10105680055D,010090017067,BURGESS HILL,COMPLETE HEALTH AND SAFETY LTD,,6/10/2024,,,SUITE C KBF HOUSE,55 VICTORIA ROAD,BURGESS HILL,WEST SUSSEX,RH15 9LH,6100,CO,OFFICE,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
P,1.01025E+11,1.00062E+11,BURGESS HILL,COMPLETELY PC LIMITED,,1/15/1999,8 KEYMER PARADE,,8 KEYMER PARADE,KEYMER ROAD,BURGESS HILL,WEST SUSSEX,RH15 0AB,7300,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-3642.7,4/1/2005,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,10186520700Z,010014103716,EAST GRINSTEAD,CONCISE SECURITY LIMITED,,12/14/2012,INFOTEX UK LTD,,INFOTEX UK LTD,CHAPTER HOUSE,13 WEST STREET,EAST GRINSTEAD WEST SUSSEX,RH19 4EY,9400,CO,OFFICES AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-4690.6,12/14/2012,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,10182850004B,,EAST GRINSTEAD,CONDALE PLASTICS LTD,,4/21/2022,4B INDEPENDENT BUSINESS PARK,,4B INDEPENDENT BUSINESS PARK,IMBERHORNE LANE,EAST GRINSTEAD,WEST SUSSEX,RH19 1RE,41250,CW,WAREHOUSE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,10182850004X,1.00062E+11,EAST GRINSTEAD,CONDALE PLASTICS LTD,,7/1/2008,,,CONDALE PLASTICS LTD,IMBERHORNE LANE,EAST GRINSTEAD,WEST SUSSEX,RH19 1TU,246000,IFO,FACTORY. OFFICE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,10222460708A,010090942458,HAYWARDS HEATH,CONNECTED TECHNOLOGY LTD,,5/1/2025,,,PT GND FLR REAR LHS BURNS HOUSE,HARLANDS ROAD,HAYWARDS HEATH,WEST SUSSEX,RH16 1PG,620,CW3,STORE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,10222460799A,010090942644,HAYWARDS HEATH,CONNECTED TECHNOLOGY LTD,,6/28/2024,,,PART GROUND FLOOR NORTH,BURNS HOUSE,HARLANDS ROAD HAYWARDS HEATH,WEST SUSSEX,RH16 1PG,8700,CO,OFFICES AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-4341.3,7/1/2024,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,10225100025Z,1.00062E+11,HAYWARDS HEATH,CONNECTIONS RESIDENTIAL LETTING,AGENTS LTD T/A CONNECTIONS,8/1/2018,25 SUSSEX ROAD,,25 SUSSEX ROAD,HAYWARDS HEATH,WEST SUSSEX,,RH16 4DZ,7200,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-3592.8,8/1/2018,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.01008E+11,1.00062E+11,BURGESS HILL,CONNELL ESTATE AGENTS,,7/21/1999,21 CHURCH ROAD,,21 CHURCH ROAD,BURGESS HILL,WEST SUSSEX,,RH15 9BB,10000,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.01834E+11,1.00062E+11,EAST GRINSTEAD,CONNELLS RESIDENTIAL LTD,,7/6/2001,90 LONDON ROAD,,90 LONDON ROAD,EAST GRINSTEAD,WEST SUSSEX,,RH19 1EP,12500,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,10224820135Z,1.00062E+11,HAYWARDS HEATH,CONNELLS RESIDENTIAL LTD,,6/24/2003,,,135 SOUTH ROAD,HAYWARDS HEATH,WEST SUSSEX,,RH16 4LY,12000,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.04808E+11,1.00063E+11,WORTH,CONNELLS RESIDENTIAL LTD,,7/6/2001,4 COPTHORNE BANK,,4 COPTHORNE BANK,COPTHORNE,CRAWLEY,WEST SUSSEX,RH10 3QX,12500,CO,OFFICES AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.04402E+11,010095668022,TWINEHAM,CONNICK TREE CARE,(BRIGHTON) LIMITED,4/1/2017,CONNICK TREE CARE,,NEW HOUSE FARM,TWINEHAM LANE,TWINEHAM HAYWARDS HEATH,WEST SUSSEX,RH17 5NP,12500,CW3,STORE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-5197.92,4/1/2017,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,10101020010Z,1.00062E+11,BURGESS HILL,CONSORT FROZEN FOODS LTD,,1/31/1997,,,UNIT F AND UNIT 1 CONSORT WAY,BURGESS HILL,WEST SUSSEX,,RH15 9TJ,120000,CW,Warehouse and Premises,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.0101E+11,1.00063E+11,BURGESS HILL,CONSORT FROZEN FOODS LTD,,12/2/2024,,,UNIT 2 CONSORT WAY,BURGESS HILL,WEST SUSSEX,,RH15 9TJ,74500,IF,FACTORY AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,10262640744Z,2.00002E+11,HURSTPIERPOINT,CONTEGO SAFETY SOLUTIONS LTD,,8/20/2014,,,WEARMASTER HOUSE,MALTHOUSE LANE,HURSTPIERPOINT,HASSOCKS WEST SUSSEX,BN6 9LA,71500,CW,WAREHOUSE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.01403E+11,10093412623,CUCKFIELD,CONTINENTAL IMPORTS LIMITED,,8/8/2016,,,CAR PARKING SPACES 10-12 (REAR),THE OLD HOSPITAL CHAPELFIELDS,CUCKFIELD HAYWARDS HEATH,WEST SUSSEX,RH17 5JR,450,CP1,CAR PARKING SPACES AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.01403E+11,,CUCKFIELD,CONTINENTAL IMPORTS LIMITED,,8/8/2016,,,CAR PARKING SPACE 19 (FRONT),CAR PARK SOUTH OF CHAPEL FIELDS,CHAPELFIELDS CUCKFIELD,HAYWARDS HEATH WEST SUSSEX,RH17 5JR,150,CP1,CAR PARKING SPACE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.02248E+11,1.00062E+11,HAYWARDS HEATH,COOK TRADING LTD,,9/2/2008,,,16-18 SOUTH ROAD,HAYWARDS HEATH,WEST SUSSEX,,RH16 4LA,25750,CSO,SHOP. OFFICE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.01826E+11,010090015403,EAST GRINSTEAD,COOK TRADING LTD,,4/1/2010,COOK TRADING LIMITED,,CONSTITUTIONAL BUILDINGS,HIGH STREET,EAST GRINSTEAD,WEST SUSSEX,RH19 3AW,25250,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.04825E+11,010094498905,WORTH,COOKE AND CHARMAN LIMITED,,12/19/2022,,,BLOCK 2 BARNS COURT,TURNERS HILL ROAD,CRAWLEY DOWN CRAWLEY,WEST SUSSEX,RH19 4HQ,8900,CW,WAREHOUSE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-4441.1,6/30/2023,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.01826E+11,010090015558,EAST GRINSTEAD,COOKIEEE MONSTERS LTD,T/A SOMETHING SWEET,12/1/2023,,,SHOP 1 18 HIGH STREET,EAST GRINSTEAD,WEST SUSSEX,,RH19 3AW,8700,CS,Shop and Premises,N,0,0,0,0,,N,0,0,0,0,,Y,-4341.3,2/22/2024,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,10261860097Z,010070639861,HURSTPIERPOINT,CO-OPERATIVE GROUP LIMITED,,3/11/2005,,,REAR OF 97 HIGH STREET,HURSTPIERPOINT,HASSOCKS,WEST SUSSEX,BN6 9RE,3550,CO,OFFICES AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,10223425022Z,010070629373,HAYWARDS HEATH,CO-OPERATIVE GROUP LIMITED,,2/1/2007,22-28 MIDDLE VILLAGE,,22-28 MIDDLE VILLAGE,HAYWARDS HEATH,WEST SUSSEX,,RH16 4GH,42000,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.04823E+11,1.00062E+11,WORTH,CO-OPERATIVE GROUP LIMITED,,12/15/1998,SPAR EIGHT TILL LATE,,SPAR EIGHT TILL LATE,STATION ROAD,CRAWLEY DOWN,CRAWLEY WEST SUSSEX,RH10 4HZ,13000,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.0141E+11,1.00062E+11,CUCKFIELD,CO-OPERATIVE GROUP LIMITED,,11/11/2014,,,THE CO-OPERATIVE FOOD,WHITEMANS GREEN,CUCKFIELD,HAYWARDS HEATH WEST SUSSEX,RH17 5BY,66500,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.01049E+11,010093414612,BURGESS HILL,CO-OPERATIVE GROUP LIMITED,,11/29/2019,,,12 TERRACOTTA LANE,BURGESS HILL,WEST SUSSEX,,RH15 0XW,68500,CS,SHOP & PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.03008E+11,1.00062E+11,LINDFIELD,CO-OPERATIVE GROUP LIMITED,,4/1/1995,,,37 HIGH STREET,LINDFIELD,HAYWARDS HEATH,WEST SUSSEX,RH16 2HJ,62500,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.02619E+11,1.00062E+11,HURSTPIERPOINT,CO-OPERATIVE GROUP LIMITED,,4/1/2010,,,95 HIGH STREET,HURSTPIERPOINT,HASSOCKS,WEST SUSSEX,BN6 9RE,23250,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.0103E+11,010070638941,BURGESS HILL,CO-OPERATIVE GROUP LIMITED,,4/1/2010,,,CO OP WELCOME,SHEDDINGDEAN NEIGHBOURHOOD CENTRE,MAPLE DRIVE BURGESS HILL,WEST SUSSEX,RH15 8UA,57000,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.04807E+11,1.00063E+11,WORTH,COPTHORNE BARBERS LTD,,1/17/2023,,,UNIT 2 VIGARS CORNER,CHURCH ROAD,COPTHORNE,CRAWLEY WEST SUSSEX,RH10 3RA,2400,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-1197.6,1/17/2023,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.003E+11,010096790332,ANSTY AND STAPLEFIELD,COPTHORNE CLASSIC GARAGE LTD,,1/3/2024,,,BARN 2 ANSTY FARM,DEAKS LANE,ANSTY,HAYWARDS HEATH WEST SUSSEX,RH17 5AS,43500,CW,Warehouse and Premises,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,Y,-8682.6,Y,-8682.6,5/1/2024,N,0,,N,0,,,N,0,,N,0,,,,
C,1.04808E+11,010070640244,WORTH,COPTHORNE FLOORING LTD,,11/1/2023,,,UNIT 3 DUKES BUSINESS PARK,COPTHORNE COMMON,COPTHORNE,CRAWLEY WEST SUSSEX,RH10 3LF,2225,CW3,Store and Premises,N,0,0,0,0,,N,0,0,0,0,,Y,-1110.28,11/1/2023,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.04802E+11,010090015964,WORTH,COPTHORNE GIRL GUIDE UNITS,,5/11/2007,GUIDE CENTRE ADJ HUMPHREYS FIELD,,GUIDE CENTRE ADJ HUMPHREYS FIELD,BORERS ARMS ROAD,COPTHORNE,CRAWLEY WEST SUSSEX,RH10 3LJ,3950,LC3,HALL AND PREMISES,Y,20,80,0,-907.75,5/11/2007,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,Y,-836.36,4/1/2025,4/1/2026,N,0,,N,0,,,,
C,1.04802E+11,1.00062E+11,WORTH,COPTHORNE GOLF CLUB LTD,,4/1/1995,,,COPTHORNE GOLF CLUB,BORERS ARMS ROAD,COPTHORNE,CRAWLEY WEST SUSSEX,RH10 3LL,62500,LS2,GOLF COURSE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,Y,-13875,Y,-13875,4/1/2022,N,0,,N,0,,,N,0,,N,0,,,,
C,1.04208E+11,010090016860,TURNERS HILL,COPTHORNE SCOUTS & GUIDES,,4/1/2017,,,CONTAINER 19 QUARRY COMPOUND,ROWFANT BUSINESS CENTRE,WALLAGE LANE ROWFANT,CRAWLEY. WEST SUSSEX,RH10 4NQ,1275,IX,STORAGE CONTAINER AND PREMISES,Y,20,80,0,-508.98,4/1/2019,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.04208E+11,010090016860,TURNERS HILL,COPTHORNE SCOUTS & GUIDES,,4/1/2017,,,CONTAINER 15 QUARRY COMPOUND,ROWFANT BUSINESS CENTRE,WALLAGE LANE ROWFANT,CRAWLEY. WEST SUSSEX,RH10 4NQ,1275,IX,STORAGE CONTAINER AND PREMISES,Y,20,80,0,-508.98,4/1/2019,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.04208E+11,010090016860,TURNERS HILL,COPTHORNE SCOUTS & GUIDES,,4/1/2017,,,CONTAINER 17 QUARRY COMPOUND,ROWFANT BUSINESS CENTRE,WALLAGE LANE ROWFANT,CRAWLEY. WEST SUSSEX,RH10 4NQ,1275,IX,STORAGE CONTAINER AND PREMISES,Y,20,80,0,-508.98,4/1/2019,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.04808E+11,1.00063E+11,WORTH,COPTHORNE SOCIAL CLUB,,4/1/1995,,,COPTHORNE SOCIAL CLUB,COPTHORNE BANK,COPTHORNE,CRAWLEY WEST SUSSEX,RH10 3RE,15500,CL2,CLUB AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,Y,-5934.5,N,0,,Y,-5934.5,4/1/2023,N,0,,,N,0,,N,0,,,,
C,1.02251E+11,1.00062E+11,HAYWARDS HEATH,CORAL GROUP TRADING LTD,,4/1/1995,,,30 SUSSEX ROAD,HAYWARDS HEATH,WEST SUSSEX,,RH16 4EA,12000,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,10182580009Z,1.00062E+11,EAST GRINSTEAD,CORAL GROUP TRADING LTD,,4/1/1995,7 - 9 HIGH STREET,,7 - 9 HIGH STREET,EAST GRINSTEAD,WEST SUSSEX,,RH19 3AF,24750,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.03008E+11,1.00062E+11,LINDFIELD,CORNER HAIR DRESSING LTD,,2/26/2021,,,41 HIGH STREET,LINDFIELD,HAYWARDS HEATH,WEST SUSSEX,RH16 2HN,12250,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-5603.35,4/20/2021,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.02804E+11,010090943331,HASSOCKS,COSTA LIMITED,,3/6/2024,,,CAFE TESCO STORES LIMITED,JANE MURRAY WAY,BURGESS HILL,WEST SUSSEX,RH15 9QT,39000,CR1,CAFE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,10225280062D,010070639759,HAYWARDS HEATH,COTE RESTAURANT GROUP LIMITED,,9/28/2020,,,COTE BRASSERIE,59-61 THE BROADWAY,HAYWARDS HEATH,WEST SUSSEX,RH16 3AS,54000,CR,RESTAURANT AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,Y,0,3/20/2025,N,0,,,,
C,1.00202E+11,2.00003E+11,ALBOURNE,COUNTRY CLUB & LEISURE LTD,,3/3/2010,,,WICKWOODS HEALTH CLUB AND SPA,SHAVES WOOD LANE,ALBOURNE,HASSOCKS WEST SUSSEX,BN6 9DY,232000,LC2,Leisure Centre and Premises,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.04403E+11,10070625850,TWINEHAM,COUNTRYMAN IMPROVEMENTS LTD,,12/9/2019,UNIT 8 WINTERPICK BUSINESS PARK,,UNIT 8 WINTERPICK BUSINESS PARK,HURSTPIERPOINT ROAD.,NR HENFIELD,WEST SUSSEX,BN5 9BJ,16500,CW,WAREHOUSE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,Y,-3065.25,N,0,,Y,-3065.25,4/1/2023,N,0,,,N,0,,N,0,,,,
C,10482180769Z,1.00062E+11,WORTH,COUNTY MOTORS SOUTHERN LTD,,12/1/2010,,,UNITS 4 & 5 SILVERWOOD,SNOW HILL. CRAWLEY DOWN,CRAWLEY,WEST SUSSEX,RH10 3EN,20500,CG1,VEHICLE REPAIR WORKSHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,10482540709Z,10070622974,WORTH,COUNTY TREE SURGEONS LTD,,9/16/2010,ADJ SHEPHERDS LEA,,ADJ SHEPHERDS LEA,TURNERS HILL ROAD,CRAWLEY DOWN,CRAWLEY WEST SUSSEX,RH10 4HQ,22750,IF3,WORKSHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.01E+11,1.00062E+11,BURGESS HILL,COURIER EXPRESS LTD,,11/2/2021,,,1 ALBERT DRIVE,BURGESS HILL,WEST SUSSEX,,RH15 9TN,109000,CW,WAREHOUSE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,10100040025Z,1.00063E+11,BURGESS HILL,COURIER EXPRESS LTD,,9/15/2016,,,25 ALBERT DRIVE,BURGESS HILL,WEST SUSSEX,,RH15 9TN,107000,CW,WAREHOUSE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.03005E+11,1.00062E+11,LINDFIELD,COVE REFORMER STUDIO LTD,,8/1/2024,2 DENMANS LANE,,2 DENMANS LANE,LINDFIELD,HAYWARDS HEATH,WEST SUSSEX,RH16 2LB,9500,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-4740.5,8/1/2024,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,10180920707G,010090941923,EAST GRINSTEAD,COVENEY NICHOLLS LIMITED,,4/1/2019,,,ROOM 40 COUNCIL OFFICES,EAST COURT COLLEGE LANE,EAST GRINSTEAD,WEST SUSSEX,RH19 3LT,1125,CO,OFFICE,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.01854E+11,010070634619,EAST GRINSTEAD,COWAN ARCHITECTS LTD,,4/1/2021,,,9-10 OLD STONE LINK,SHIP STREET,EAST GRINSTEAD,WEST SUSSEX,RH19 4EF,27000,CO,OFFICES AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.04202E+11,1.00062E+11,TURNERS HILL,COWDRAYCHEF LTD,,8/23/2024,,,COWDRAY ARMS,LONDON ROAD,BALCOMBE,HAYWARDS HEATH WEST SUSSEX,RH17 6QD,28000,CL,PUBLIC HOUSE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,Y,-5588.8,Y,-5588.8,8/23/2024,N,0,,N,0,,,N,0,,N,0,,,,
C,1.04201E+11,1.00062E+11,TURNERS HILL,COX SKIPS LTD,,4/1/1995,BURLEIGH OAKS FARM,,BURLEIGH OAKS FARM,EAST STREET,TURNERS HILL,CRAWLEY WEST SUSSEX,RH10 4PZ,46750,IF3,WORKSHOP AND STORAGE LAND,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,10224820141D,010090018866,HAYWARDS HEATH,CP SUSSEX SURVEYORS LTD,,12/1/2020,,,ROOM 4 1ST FLR 141 SOUTH ROAD,HAYWARDS HEATH,WEST SUSSEX,,RH16 4LY,3100,CO,OFFICE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-1546.9,12/1/2020,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.02805E+11,10070622895,HASSOCKS,CRAFT BEER & TAP LTD,,12/16/2021,54 KEYMER ROAD,,54 KEYMER ROAD,HASSOCKS,WEST SUSSEX,,BN6 8AR,11750,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-5863.25,12/20/2021,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.00404E+11,1.00062E+11,ARDINGLY,CRANE FREIGHT SERVICES LIMITED,,4/1/2019,,,OFFICE AT WOODSTOCK,LINDFIELD ROAD,ARDINGLY HAYWARDS HEATH,WEST SUSSEX,RH17 6TS,3750,CO,OFFICES AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-1871.25,4/1/2019,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,10400280710Y,010090016226,SLAUGHAM,CRAWFIELD PROPERTIES LTD,,1/24/2023,,,1ST FLR ANTRIM HOUSE,HIGH STREET. HANDCROSS,HAYWARDS HEATH,WEST SUSSEX,RH17 6BN,9200,CO,OFFICES AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-4590.8,1/24/2023,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,10482280002Z,1.00063E+11,WORTH,CRAWLEY DOWN BUTCHERS LIMITED,,9/26/2016,SHOP 2 STATION ROAD,,SHOP,2 STATION ROAD,CRAWLEY DOWN,CRAWLEY WEST SUSSEX,RH10 4HZ,7100,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-3542.9,9/26/2016,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,10481600705Z,1.00063E+11,WORTH,CRAWLEY DOWN COMM CENTRE ASSOC,,7/16/1996,THE HAVEN CENTRE,,THE HAVEN CENTRE,HOPHURST LANE,CRAWLEY DOWN,CRAWLEY WEST SUSSEX,RH10 4LJ,24000,LC,COMMUNITY CENTRE AND PREMISES,Y,20,80,0,-9580.8,7/16/1996,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
C,1.04821E+11,010014104925,WORTH,CRAWLEY DOWN CRICKET CLUB,,4/1/1995,GROUND & PAVILION,,GROUND & PAVILION,SANDY LANE,CRAWLEY DOWN,CRAWLEY WEST SUSSEX,RH10 4HS,3050,LS,CRICKET GROUND AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-1521.95,4/1/2005,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,
